txn_id,source_id,target_id,timestamp,amount,is_fraud,src_out_degree_1d,src_neighbor_entropy,src_in_degree_1d,src_ego_in_out_delta_time,src_degree_ratio
47,128,9917,2023-12-31T20:17:23.656405,48.13536933799755,0,0,-0.0,0,2592000,0.0
48,6578,8567,2023-12-31T20:18:02.126060,7467.856708096954,0,0,-0.0,0,2592000,0.0
49,8668,4392,2023-12-31T20:18:14.608721,106.1270453779138,0,0,-0.0,0,2592000,0.0
50,7720,5145,2023-12-31T20:19:00.259149,18.41963399985832,0,0,-0.0,0,2592000,0.0
51,4253,4396,2023-12-31T20:19:39.059053,42.651581050825584,0,0,-0.0,0,2592000,0.0
52,1731,2272,2023-12-31T20:19:42.552563,17.782497695602743,0,0,-0.0,0,2592000,0.0
53,8916,877,2023-12-31T20:20:31.672343,133.29814425796576,0,0,-0.0,0,2592000,0.0
54,4,1564,2023-12-31T20:21:13.688783,1083.2155441048421,0,0,-0.0,0,2592000,0.0
55,4052,1473,2023-12-31T20:23:01.077123,63.453923111730724,0,0,-0.0,0,2592000,0.0
56,5670,225,2023-12-31T20:23:02.131880,186.97085712180495,0,0,-0.0,0,2592000,0.0
57,6346,6952,2023-12-31T20:23:03.463984,4432.971394439383,0,0,-0.0,0,2592000,0.0
58,2266,5332,2023-12-31T20:23:47.320206,62.82748955909989,0,0,-0.0,0,2592000,0.0
59,5705,3709,2023-12-31T20:23:52.783933,56.757365903926456,0,0,-0.0,0,2592000,0.0
60,8274,9548,2023-12-31T20:24:32.802253,32.507950446297,0,0,-0.0,0,2592000,0.0
61,7794,3115,2023-12-31T20:24:33.166044,24.81535658753071,0,0,-0.0,0,2592000,0.0
62,1301,24,2023-12-31T20:24:42.663181,39.49345200385924,0,0,-0.0,0,2592000,0.0
63,7,3047,2023-12-31T20:24:51.862833,902.4155196635428,0,0,-0.0,0,2592000,0.0
64,12,5657,2023-12-31T20:25:08.736299,833.7557339033965,0,0,-0.0,0,2592000,0.0
65,9034,3679,2023-12-31T20:25:10.577257,134.3388195082861,0,0,-0.0,0,2592000,0.0
66,1475,7019,2023-12-31T20:25:24.323323,30.351619785146777,0,0,-0.0,0,2592000,0.0
67,9545,2533,2023-12-31T20:25:27.824231,76.73826322539092,0,0,-0.0,0,2592000,0.0
68,309,7210,2023-12-31T20:25:32.155762,102.53651007289545,0,0,-0.0,0,2592000,0.0
69,9682,2086,2023-12-31T20:25:32.712372,10168.23009948781,0,0,-0.0,0,2592000,0.0
70,20,534,2023-12-31T20:25:53.248358,27.189801423460413,0,0,-0.0,0,2592000,0.0
71,7277,4030,2023-12-31T20:26:06.615316,34.0719879148052,0,0,-0.0,0,2592000,0.0
72,5618,1498,2023-12-31T20:26:13.643007,21.15895817206233,0,0,-0.0,0,2592000,0.0
73,9840,6442,2023-12-31T20:26:32.492296,93.10629339531626,0,0,-0.0,0,2592000,0.0
74,7127,2505,2023-12-31T20:27:41.745257,64.64927023978636,0,0,-0.0,0,2592000,0.0
75,4912,2852,2023-12-31T20:28:07.833912,148.1818491027579,0,0,-0.0,0,2592000,0.0
76,2757,8925,2023-12-31T20:28:24.225563,58.37098796577714,0,0,-0.0,0,2592000,0.0
77,12,5727,2023-12-31T20:29:22.791451,1134.6823929116888,0,1,0.0,0,254,1.0
78,4832,8538,2023-12-31T20:30:33.960310,247.51068798564222,0,0,-0.0,0,2592000,0.0
79,4319,6880,2023-12-31T20:30:51.274668,31.85353786688207,0,0,-0.0,0,2592000,0.0
80,558,3146,2023-12-31T20:31:46.800371,546.0448221703327,0,0,-0.0,0,2592000,0.0
81,6201,6677,2023-12-31T20:32:13.141803,432.0026229275076,0,0,-0.0,0,2592000,0.0
82,4388,2391,2023-12-31T20:32:14.580847,40.93342754134907,0,0,-0.0,0,2592000,0.0
83,7280,1832,2023-12-31T20:32:24.398643,43.63243669223605,0,0,-0.0,0,2592000,0.0
84,2432,4421,2023-12-31T20:32:32.661001,31.806826329150375,0,0,-0.0,0,2592000,0.0
85,7484,5193,2023-12-31T20:32:41.239129,123.78092985715439,0,0,-0.0,0,2592000,0.0
86,7660,6569,2023-12-31T20:32:59.136187,438.0300428366773,0,0,-0.0,0,2592000,0.0
87,510,6744,2023-12-31T20:33:11.841157,161.46731842667845,0,0,-0.0,0,2592000,0.0
88,4176,9434,2023-12-31T20:33:32.991266,29.54687991119428,0,0,-0.0,0,2592000,0.0
89,1021,7557,2023-12-31T20:33:40.407578,43.57691783990112,0,1,0.0,0,1140,1.0
90,879,4895,2023-12-31T20:34:11.486251,36.866975260382056,0,0,-0.0,0,2592000,0.0
91,8728,7501,2023-12-31T20:34:12.750571,34.7656248457686,0,0,-0.0,0,2592000,0.0
92,6363,8407,2023-12-31T20:34:32.884397,51.13426086611069,0,0,-0.0,0,2592000,0.0
93,688,5057,2023-12-31T20:34:33.252179,6.046281163878772,0,0,-0.0,0,2592000,0.0
94,1,5549,2023-12-31T20:35:13.388457,1244.5085114026692,0,0,-0.0,0,2592000,0.0
95,2749,1797,2023-12-31T20:35:42.441165,32.46443692107426,0,0,-0.0,0,2592000,0.0
96,1173,2466,2023-12-31T20:36:56.342663,24.4403321160846,0,0,-0.0,0,2592000,0.0
97,5082,6856,2023-12-31T20:38:00.297893,68.32968890023793,0,0,-0.0,0,2592000,0.0
98,9311,5617,2023-12-31T20:38:07.856390,137.81686916309258,0,0,-0.0,0,2592000,0.0
99,8071,2136,2023-12-31T20:38:27.633180,9.053788473213094,0,0,-0.0,0,2592000,0.0
100,7351,935,2023-12-31T20:38:44.182823,77.15823570941623,0,0,-0.0,0,2592000,0.0
101,4605,6292,2023-12-31T20:38:59.103141,14.279798040755875,0,0,-0.0,0,2592000,0.0
102,5739,6709,2023-12-31T20:39:31.712040,72.18008650090425,0,0,-0.0,0,2592000,0.0
103,3364,7427,2023-12-31T20:40:40.242862,21.05814281885999,0,0,-0.0,0,2592000,0.0
104,1116,3074,2023-12-31T20:41:16.828323,38.880405899074646,0,0,-0.0,0,2592000,0.0
105,4941,2255,2023-12-31T20:42:26.893863,8.861208357698905,0,0,-0.0,0,2592000,0.0
106,8292,3032,2023-12-31T20:43:09.755900,51.76670888370454,0,0,-0.0,0,2592000,0.0
107,8496,8153,2023-12-31T20:43:23.566424,49.54152908805223,0,0,-0.0,0,2592000,0.0
108,8598,8120,2023-12-31T20:43:44.543329,78.72677883725139,0,0,-0.0,0,2592000,0.0
109,2988,8796,2023-12-31T20:43:50.065687,92.2238162334619,0,0,-0.0,0,2592000,0.0
110,7146,2516,2023-12-31T20:44:00.229670,17.237774009331602,0,0,-0.0,0,2592000,0.0
111,7638,9133,2023-12-31T20:44:04.293971,5.388732937736768,0,0,-0.0,0,2592000,0.0
112,7007,617,2023-12-31T20:44:12.272436,44.35074889666095,0,0,-0.0,0,2592000,0.0
113,4508,5288,2023-12-31T20:44:21.968104,289.37649666888035,0,0,-0.0,0,2592000,0.0
114,6630,2206,2023-12-31T20:44:28.317464,51.41061011125523,0,0,-0.0,0,2592000,0.0
115,4152,3588,2023-12-31T20:44:47.579208,118.20088141351998,0,0,-0.0,0,2592000,0.0
116,5913,5158,2023-12-31T20:45:33.858421,21.627306258142717,0,0,-0.0,0,2592000,0.0
117,9311,6309,2023-12-31T20:45:39.003491,37.74559061076869,0,1,0.0,0,451,1.0
118,7895,6508,2023-12-31T20:46:00.657294,23.028135866718706,0,0,-0.0,0,2592000,0.0
119,2385,8468,2023-12-31T20:46:30.018316,43.48498992560998,0,0,-0.0,0,2592000,0.0
120,3854,4996,2023-12-31T20:46:33.664080,41.025254712653656,0,0,-0.0,0,2592000,0.0
121,7497,9421,2023-12-31T20:46:47.275446,7.156555546304728,0,0,-0.0,0,2592000,0.0
122,9020,5320,2023-12-31T20:46:58.520276,128.59441897326107,0,0,-0.0,0,2592000,0.0
123,5480,7416,2023-12-31T20:47:23.994048,9.570206868595285,0,0,-0.0,0,2592000,0.0
124,1609,5551,2023-12-31T20:47:30.176555,34.15376142391508,0,0,-0.0,0,2592000,0.0
125,7282,6310,2023-12-31T20:48:41.436771,244.91917937858983,0,0,-0.0,0,2592000,0.0
126,6356,2610,2023-12-31T20:49:07.631334,37.28523078693511,0,0,-0.0,0,2592000,0.0
127,1252,2199,2023-12-31T20:49:21.158707,57.895370219512536,0,0,-0.0,0,2592000,0.0
128,3529,4946,2023-12-31T20:49:28.918589,193.88883151965558,0,0,-0.0,0,2592000,0.0
129,5626,2301,2023-12-31T20:49:41.118347,82.32990978981869,0,0,-0.0,0,2592000,0.0
130,9935,8684,2023-12-31T20:49:44.622195,96.61355874381466,0,0,-0.0,0,2592000,0.0
131,3047,5555,2023-12-31T20:50:02.871900,419.75391808688624,0,0,-0.0,1,1511,0.0
132,8745,7294,2023-12-31T20:50:33.669711,4.660356674980687,0,0,-0.0,0,2592000,0.0
133,6076,2197,2023-12-31T20:50:37.347094,12.322278315725935,0,0,-0.0,0,2592000,0.0
134,7167,110,2023-12-31T20:51:07.460391,118.75645179306129,0,0,-0.0,0,2592000,0.0
135,925,4495,2023-12-31T20:51:12.106645,29.416949567528146,0,0,-0.0,0,2592000,0.0
136,842,4,2023-12-31T20:51:32.625405,213.2733966494408,0,0,-0.0,0,2592000,0.0
137,2530,6201,2023-12-31T20:51:49.590066,14.887511638044806,0,0,-0.0,0,2592000,0.0
138,63,2757,2023-12-31T20:52:05.924834,71.65383544003143,0,0,-0.0,0,2592000,0.0
139,7206,9572,2023-12-31T20:52:32.958053,100.76338447354627,0,0,-0.0,0,2592000,0.0
140,7906,725,2023-12-31T20:52:43.371758,105.77189513938521,0,0,-0.0,0,2592000,0.0
141,2135,7993,2023-12-31T20:52:51.807312,596.6178205565196,0,0,-0.0,0,2592000,0.0
142,9618,9385,2023-12-31T20:53:05.072384,59.7348026078491,0,0,-0.0,0,2592000,0.0
143,354,1568,2023-12-31T20:53:12.920357,75.03541237173742,0,0,-0.0,0,2592000,0.0
144,5002,5152,2023-12-31T20:53:24.590704,33.192925970395336,0,0,-0.0,0,2592000,0.0
145,9,5453,2023-12-31T20:53:55.168833,586.5067023570916,0,0,-0.0,0,2592000,0.0
146,6248,9187,2023-12-31T20:54:13.139168,42.98093345794287,0,0,-0.0,0,2592000,0.0
147,7856,2338,2023-12-31T20:54:38.948021,46.57109254049039,0,0,-0.0,0,2592000,0.0
148,9483,1825,2023-12-31T20:54:40.250781,86.1109765671883,0,0,-0.0,0,2592000,0.0
149,1297,1343,2023-12-31T20:54:44.608594,23.919171681346217,0,0,-0.0,0,2592000,0.0
150,9,9772,2023-12-31T20:54:46.968184,1779.4102400269762,0,1,0.0,0,51,1.0
151,6112,2673,2023-12-31T20:55:02.811600,25.908602132345802,0,0,-0.0,0,2592000,0.0
152,4047,6476,2023-12-31T20:55:22.447686,14.809528068992618,0,0,-0.0,0,2592000,0.0
153,6671,6112,2023-12-31T20:56:05.868104,18.623900845421534,0,0,-0.0,0,2592000,0.0
154,3930,6603,2023-12-31T20:56:10.769470,85.0136699007954,0,0,-0.0,0,2592000,0.0
155,3821,3028,2023-12-31T20:56:15.695044,173.0028175202022,0,0,-0.0,0,2592000,0.0
156,3238,9496,2023-12-31T20:56:30.286938,41.909032324673404,0,0,-0.0,0,2592000,0.0
157,9844,114,2023-12-31T20:56:32.479683,133.54025931708003,0,0,-0.0,0,2592000,0.0
158,317,9493,2023-12-31T20:56:36.345666,39.56181849582064,0,0,-0.0,0,2592000,0.0
159,9100,1460,2023-12-31T20:56:45.011234,10.909917285339674,0,0,-0.0,0,2592000,0.0
160,5755,5068,2023-12-31T20:57:02.168926,32.63442279402522,0,0,-0.0,0,2592000,0.0
161,6888,7638,2023-12-31T20:57:24.128165,39.45465360631179,0,0,-0.0,0,2592000,0.0
162,9416,6166,2023-12-31T20:57:37.310009,55.071800085381746,0,0,-0.0,0,2592000,0.0
163,62,2402,2023-12-31T20:57:42.128592,15.677245637123029,0,0,-0.0,0,2592000,0.0
164,7497,796,2023-12-31T20:57:44.488725,15.505313266808987,0,1,0.0,0,657,1.0
165,5003,4243,2023-12-31T20:57:54.025696,28.942614611974506,0,0,-0.0,0,2592000,0.0
166,2976,8605,2023-12-31T20:58:15.273969,89.80343661418193,0,0,-0.0,0,2592000,0.0
167,9203,1449,2023-12-31T20:58:29.724724,56.81863341711767,0,0,-0.0,0,2592000,0.0
168,8101,9276,2023-12-31T20:58:33.349195,316.14572115598946,0,0,-0.0,0,2592000,0.0
169,2778,3035,2023-12-31T20:59:05.956194,28.020800787866925,0,0,-0.0,0,2592000,0.0
170,9507,6618,2023-12-31T20:59:16.540287,36.37903904306177,0,0,-0.0,0,2592000,0.0
171,7349,8184,2023-12-31T20:59:18.524694,62.8083236751887,0,0,-0.0,0,2592000,0.0
172,7139,2955,2023-12-31T21:00:09.799898,41.79484299090894,0,0,-0.0,0,2592000,0.0
173,7096,7210,2023-12-31T21:00:34.543782,180.44631539486042,0,0,-0.0,0,2592000,0.0
174,6610,9049,2023-12-31T21:01:30.608503,79.91253878884262,0,0,-0.0,0,2592000,0.0
175,9465,4067,2023-12-31T21:01:41.765239,45.56232047962706,0,0,-0.0,0,2592000,0.0
176,7896,7441,2023-12-31T21:02:07.742235,34.39024916030656,0,0,-0.0,0,2592000,0.0
177,12,5527,2023-12-31T21:02:20.275855,1017.2866427163376,0,2,0.681415719251893,0,1977,2.0
178,1813,2384,2023-12-31T21:03:47.954792,49.26011879310998,0,0,-0.0,0,2592000,0.0
179,4215,9517,2023-12-31T21:03:49.123581,67.05338785408188,0,0,-0.0,0,2592000,0.0
180,3632,6277,2023-12-31T21:03:54.203346,230.67206394430806,0,0,-0.0,0,2592000,0.0
181,6471,6135,2023-12-31T21:04:45.622042,150.5129794503219,0,0,-0.0,0,2592000,0.0
182,5106,2866,2023-12-31T21:05:37.205900,94.69493115191693,0,0,-0.0,0,2592000,0.0
183,1599,1760,2023-12-31T21:05:47.274638,21.474462707000495,0,0,-0.0,0,2592000,0.0
184,4656,1114,2023-12-31T21:07:50.383435,2552.894815158554,0,0,-0.0,0,2592000,0.0
185,9047,9525,2023-12-31T21:08:28.664244,108.49503884853495,0,0,-0.0,0,2592000,0.0
186,6517,8123,2023-12-31T21:08:47.411691,114.03925925907555,0,0,-0.0,0,2592000,0.0
187,6,1946,2023-12-31T21:08:47.968188,504.91701618091037,0,0,-0.0,0,2592000,0.0
188,4763,7643,2023-12-31T21:09:50.046019,26.483387703724155,0,0,-0.0,0,2592000,0.0
189,9800,9940,2023-12-31T21:10:02.447303,123.62894624177432,0,0,-0.0,0,2592000,0.0
190,1775,4986,2023-12-31T21:10:22.226226,35.93131624130227,0,1,0.0,0,4215,1.0
191,8617,8555,2023-12-31T21:10:24.436365,52.72411918283853,0,0,-0.0,0,2592000,0.0
192,9994,2111,2023-12-31T21:11:03.551140,32.42310821146455,0,0,-0.0,0,2592000,0.0
193,4872,6253,2023-12-31T21:11:20.803938,219.09153949135091,0,0,-0.0,0,2592000,0.0
194,1638,945,2023-12-31T21:11:26.366937,101.39840578328476,0,0,-0.0,0,2592000,0.0
195,9444,727,2023-12-31T21:13:09.116221,70.61848921529953,0,0,-0.0,0,2592000,0.0
196,2688,5793,2023-12-31T21:13:20.435374,22.817528267153858,0,0,-0.0,0,2592000,0.0
197,5619,3992,2023-12-31T21:13:23.969736,20.44433457809003,0,0,-0.0,0,2592000,0.0
198,7170,6796,2023-12-31T21:13:26.508340,159.88672588468387,0,0,-0.0,0,2592000,0.0
199,9007,2018,2023-12-31T21:13:34.861659,104.11614475242973,0,0,-0.0,0,2592000,0.0
200,606,8028,2023-12-31T21:14:12.004526,3369.7207769657375,0,0,-0.0,0,2592000,0.0
201,597,6988,2023-12-31T21:14:26.101215,24.446914681472308,0,0,-0.0,0,2592000,0.0
202,7729,1461,2023-12-31T21:14:39.446698,15.618514458623098,0,0,-0.0,0,2592000,0.0
203,7421,5066,2023-12-31T21:14:59.645158,86.17890504570921,0,0,-0.0,0,2592000,0.0
204,2225,3224,2023-12-31T21:15:24.922636,10.669663988701837,0,0,-0.0,0,2592000,0.0
205,116,4771,2023-12-31T21:15:40.628664,159.21497437597273,0,0,-0.0,0,2592000,0.0
206,6891,5988,2023-12-31T21:15:41.157397,3305.3471866666277,0,0,-0.0,0,2592000,0.0
207,1931,1863,2023-12-31T21:16:28.972483,28.84291951187125,0,0,-0.0,0,2592000,0.0
208,4993,7388,2023-12-31T21:16:33.832757,309.44301026829334,0,0,-0.0,0,2592000,0.0
209,6762,8194,2023-12-31T21:16:53.715218,1869.328940529083,0,0,-0.0,0,2592000,0.0
210,8346,4334,2023-12-31T21:16:57.927107,361.6510317708503,0,0,-0.0,0,2592000,0.0
211,4864,478,2023-12-31T21:17:36.851540,56.05168786779611,0,0,-0.0,0,2592000,0.0
212,6498,5951,2023-12-31T21:17:44.455538,17.71487641080109,0,0,-0.0,0,2592000,0.0
213,269,8331,2023-12-31T21:17:48.359065,180.00538234267157,0,0,-0.0,0,2592000,0.0
214,4206,9660,2023-12-31T21:17:59.048853,10.606488407208932,0,0,-0.0,0,2592000,0.0
215,2402,4558,2023-12-31T21:18:00.976490,26.495114006983687,0,0,-0.0,1,1218,0.0
216,7654,274,2023-12-31T21:18:42.218779,112.5279303251771,0,0,-0.0,0,2592000,0.0
217,8564,2655,2023-12-31T21:18:48.540441,343.3857116169648,0,0,-0.0,0,2592000,0.0
218,7164,3864,2023-12-31T21:19:29.145890,1727.9259581287824,0,0,-0.0,0,2592000,0.0
219,5471,5502,2023-12-31T21:20:20.587475,47.64585606938246,0,0,-0.0,0,2592000,0.0
220,5159,9208,2023-12-31T21:20:22.349264,182.01275054976105,0,0,-0.0,0,2592000,0.0
221,5019,6283,2023-12-31T21:20:31.259289,71.27335494238858,0,0,-0.0,0,2592000,0.0
222,6945,1543,2023-12-31T21:20:36.565955,12.888936142671113,0,0,-0.0,0,2592000,0.0
223,9448,7613,2023-12-31T21:21:54.200374,37.573209680405704,0,0,-0.0,0,2592000,0.0
224,7625,6553,2023-12-31T21:22:22.640186,104.86468080834133,0,0,-0.0,0,2592000,0.0
225,9026,5304,2023-12-31T21:22:46.656902,79.95598407974012,0,0,-0.0,0,2592000,0.0
226,6870,7324,2023-12-31T21:22:51.865002,39.07092928049542,0,0,-0.0,0,2592000,0.0
227,1162,6351,2023-12-31T21:22:52.529727,12633.357201722576,0,0,-0.0,0,2592000,0.0
228,3521,3929,2023-12-31T21:23:03.367559,1923.7387326177552,0,0,-0.0,0,2592000,0.0
229,187,3940,2023-12-31T21:23:17.089653,25.154876374765582,0,0,-0.0,0,2592000,0.0
230,4253,7496,2023-12-31T21:23:25.660035,43.95144836924252,0,1,0.0,0,3826,1.0
231,1275,9647,2023-12-31T21:24:19.101830,73.48377272831303,0,0,-0.0,0,2592000,0.0
232,6,2408,2023-12-31T21:24:38.418955,1420.5358336089348,0,1,0.0,0,950,1.0
233,2016,5168,2023-12-31T21:24:55.796402,55.01288999802331,0,0,-0.0,0,2592000,0.0
234,6985,1428,2023-12-31T21:26:59.864195,11.92947452467801,0,0,-0.0,0,2592000,0.0
235,2540,1787,2023-12-31T21:28:24.824591,233.40294952808128,0,0,-0.0,0,2592000,0.0
236,3776,7462,2023-12-31T21:29:15.970167,11.234400607065579,0,0,-0.0,0,2592000,0.0
237,2467,1744,2023-12-31T21:29:31.681926,42.24235328623775,0,0,-0.0,0,2592000,0.0
238,8391,7786,2023-12-31T21:29:41.898425,40.03805574061308,0,0,-0.0,0,2592000,0.0
239,312,654,2023-12-31T21:29:46.979492,38.04794836992531,0,0,-0.0,0,2592000,0.0
240,3085,4309,2023-12-31T21:29:57.170052,89.24299154570456,0,0,-0.0,0,2592000,0.0
241,9503,2188,2023-12-31T21:30:55.128666,38.49103419579384,0,0,-0.0,0,2592000,0.0
242,8686,9675,2023-12-31T21:31:06.636107,29.271831355462574,0,0,-0.0,0,2592000,0.0
243,6444,3513,2023-12-31T21:31:45.491827,1299.024990281695,0,0,-0.0,0,2592000,0.0
244,9900,281,2023-12-31T21:32:21.545332,25.770621458767618,0,0,-0.0,0,2592000,0.0
245,8240,499,2023-12-31T21:32:29.466288,10.193116704851285,0,0,-0.0,0,2592000,0.0
246,5751,5076,2023-12-31T21:33:11.698187,45.71046406648269,0,0,-0.0,0,2592000,0.0
247,699,774,2023-12-31T21:33:28.928424,71.2375192849598,0,0,-0.0,0,2592000,0.0
248,8805,8824,2023-12-31T21:33:44.664148,84.79873671879538,0,0,-0.0,0,2592000,0.0
249,5346,2447,2023-12-31T21:33:54.342350,11.786743601346604,0,0,-0.0,0,2592000,0.0
250,8,1651,2023-12-31T21:33:57.000690,782.13846706273,0,0,-0.0,0,2592000,0.0
251,5176,8472,2023-12-31T21:34:36.039817,50.829442223167625,0,0,-0.0,0,2592000,0.0
252,1456,1493,2023-12-31T21:35:02.505908,292.0723951320969,0,0,-0.0,0,2592000,0.0
253,7446,7084,2023-12-31T21:35:10.497610,62.2878673235995,0,0,-0.0,0,2592000,0.0
254,1283,4584,2023-12-31T21:36:08.071738,80.45564426506662,0,0,-0.0,0,2592000,0.0
255,1226,9681,2023-12-31T21:36:12.040325,26.169469536042676,0,0,-0.0,0,2592000,0.0
256,9242,1948,2023-12-31T21:36:48.855160,127.51677009852057,0,0,-0.0,0,2592000,0.0
257,1,8958,2023-12-31T21:37:14.640427,2029.5934797644643,0,1,0.0,0,3721,1.0
258,3203,6489,2023-12-31T21:37:42.788724,15557.507527194995,0,0,-0.0,0,2592000,0.0
259,5247,4129,2023-12-31T21:38:21.983348,39.67015853786239,0,0,-0.0,0,2592000,0.0
260,3,1582,2023-12-31T21:38:43.516043,864.6621716425944,0,0,-0.0,0,2592000,0.0
261,8474,5057,2023-12-31T21:38:52.764043,211.0034969144611,0,0,-0.0,0,2592000,0.0
262,452,9123,2023-12-31T21:39:18.721514,123.27442416452793,0,0,-0.0,0,2592000,0.0
263,7469,254,2023-12-31T21:40:28.408278,47.59885080585748,0,0,-0.0,0,2592000,0.0
264,6922,4878,2023-12-31T21:40:53.201121,37.47838674227806,0,0,-0.0,0,2592000,0.0
265,9969,1359,2023-12-31T21:41:07.196148,19.626127677924003,0,0,-0.0,0,2592000,0.0
266,3615,5036,2023-12-31T21:41:16.815300,355.2156543514901,0,0,-0.0,0,2592000,0.0
267,6290,1142,2023-12-31T21:41:49.188492,59.1416580425945,0,0,-0.0,0,2592000,0.0
268,7616,81,2023-12-31T21:42:12.257034,63.157780412570055,0,0,-0.0,0,2592000,0.0
269,3,7508,2023-12-31T21:42:17.819337,1196.3887075833757,0,1,0.0,0,214,1.0
270,7057,6396,2023-12-31T21:42:22.180620,250.86010985002173,0,0,-0.0,0,2592000,0.0
271,10,6867,2023-12-31T21:42:29.939957,1178.3044074404995,0,0,-0.0,0,2592000,0.0
