agent_id,profile,is_fraud,initial_balance
66,retail,False,6322.999988652252
67,retail,False,1704.5520194185165
68,retail,False,20643.07906533374
69,retail,False,4700.218122321499
70,retail,False,20.538661921040827
71,retail,False,13629.643239289197
72,merchant,False,11406.989656970081
73,retail,False,37631.020271358124
74,retail,False,4724.925008764678
75,retail,False,5365.905883806169
76,retail,False,4746.156664102945
77,retail,False,3304.1914505147665
78,retail,False,9203.828457928374
79,retail,True,19169.332821902968
80,retail,True,5780.500343466784
81,retail,False,2670.6218858421876
82,merchant,False,8369.489564734955
83,retail,False,675.4089363782665
84,retail,False,161.1857720517911
85,retail,True,5910.130228405828
86,retail,False,906.6257183556073
87,retail,False,3560.2195772052173
88,retail,True,9801.38226140625
89,retail,False,894.6034266679562
90,retail,False,7728.854369030416
91,retail,False,20.27761230431416
92,retail,True,323.95994736252715
93,retail,False,108.10632497420707
94,retail,False,7900.315959300884
95,retail,False,3945.3786945543793
96,retail,False,31.430912992202025
97,retail,False,9108.410446723228
98,retail,False,2278.743282233158
99,p2p_broker,False,5979.20699648586
100,merchant,False,6900.549964035559
101,retail,True,269.23464314315345
102,retail,False,221.18231720389622
103,p2p_broker,False,7721.421419984031
104,retail,False,913.4590764498013
105,retail,False,977.4898336486275
106,retail,True,15275.725782153744
107,retail,False,129.64644809406343
108,retail,False,5069.554404075093
109,merchant,False,8106.378244855048
110,retail,False,825.4204919906532
111,retail,False,489.51642924357924
112,retail,False,2447.7398152601318
113,retail,False,633.096703316571
114,retail,False,2402.2895709421546
115,merchant,False,42835.35270016258
116,retail,False,3843.67250455723
117,retail,False,4359.211284570137
118,retail,False,3861.362018350428
119,retail,False,1727.202606034261
120,retail,False,5365.543024411734
121,retail,False,17366.18696182584
122,retail,False,260.2295936115911
123,retail,False,7182.352562865703
124,retail,True,259.45888939111444
125,retail,False,3763.467298547277
126,retail,True,6791.269449513431
127,retail,False,4496.046740722936
128,retail,False,982.5325085464183
129,retail,False,1265.9149333492926
130,retail,False,1511.626038964169
131,merchant,False,3292.827823766777
132,retail,False,1077.6292444870348
133,retail,False,3946.908569778136
134,retail,False,8451.313673946313
135,retail,True,1363.3619621539299
136,p2p_broker,False,5979.762995675061
137,retail,False,288.48485893090975
138,retail,False,814.1092715462496
139,retail,False,156.04240114676827
140,retail,True,1702.0137998347207
141,retail,False,46822.41024969208
142,merchant,False,15433.04245937495
143,retail,False,314.4168193795102
144,retail,False,8055.1002403220045
145,retail,False,1939.989635945627
146,retail,False,6630.519551861212
147,retail,True,5618.756232095465
148,retail,False,2504.3153306057325
149,retail,False,5965.197119084257
150,merchant,False,3314.063396822453
151,merchant,False,1768.1931068970366
152,retail,False,17881.129873446116
153,retail,False,13435.550691253742
154,retail,False,1125.9248088714285
155,retail,False,4775.145898807868
156,retail,False,5271.471459352231
157,retail,False,3171.138550558912
158,retail,True,2989.5441655560494
159,retail,False,203.72531701414565
160,retail,False,1757.387931632201
161,merchant,False,4790.034653115948
162,retail,True,1207.2590516745897
163,retail,True,1371.590922763785
164,retail,False,410.124201832146
165,retail,False,14842.823920162411
166,merchant,False,3067.7784176858927
167,merchant,False,2770.513591310767
168,retail,True,419.1668011026979
169,p2p_broker,False,4724.744787682199
170,retail,False,323.02539092791903
171,retail,False,5634.6221738811455
172,retail,False,930.3660314191305
173,merchant,False,9840.553793221103
174,retail,False,12321.090037079519
175,retail,False,5199.430205280347
176,retail,False,929.8146573641721
177,escrow,False,3847.6929088159086
178,merchant,False,954.4189721425287
179,retail,False,281.97540946253287
180,merchant,False,243.5383080693382
181,merchant,False,14418.695752286027
182,retail,True,6728.72553905299
183,retail,False,1415.8712169122978
184,retail,False,775.1972319622387
185,retail,False,3054.632360429734
186,retail,False,8257.067044034731
187,retail,False,1536.4034554398847
188,retail,False,1425.16808111572
189,retail,False,61.26446380398097
190,merchant,False,7216.567710068153
191,retail,False,2945.5553657346813
192,retail,False,118.37541456875654
193,merchant,False,7496.700541953538
194,retail,False,381.2076584261351
195,retail,False,5510.5646668845175
196,retail,True,5706.360796063103
197,merchant,False,15289.073706061861
198,retail,True,2418.45320584779
199,retail,False,2757.235639442405
200,retail,False,7179.023610460495
201,p2p_broker,False,3390.2045687623277
202,retail,False,1774.3341328826696
203,retail,False,5168.864261532613
204,retail,False,6024.86513994898
205,retail,False,1178.0492076370708
206,retail,False,4098.883350019404
207,retail,False,6136.41844148575
208,retail,False,14301.321499235662
209,retail,False,2678.2478039906873
210,retail,False,4813.472458811218
211,retail,False,364.5689184250412
212,retail,True,4815.569677201459
213,merchant,False,37707.25842881383
214,retail,False,5513.152501066307
215,retail,True,1716.844813869489
216,retail,False,7360.5568862490145
217,retail,True,7271.078514161558
218,merchant,False,20446.071633386997
219,retail,False,1285.8745619882777
220,retail,False,15301.87503135208
221,retail,False,4720.507700752974
222,retail,False,6470.432731105431
223,p2p_broker,False,5534.162973422512
224,retail,False,5767.81618310712
225,merchant,False,8118.108260955841
226,retail,False,8612.214011818789
227,retail,False,58.55459071787374
228,retail,False,2770.162515631057
229,retail,False,10312.609131434398
230,retail,False,8278.021909413836
231,retail,True,7373.2538429402175
232,p2p_broker,False,2614.173958635609
233,retail,False,3003.4308784270875
234,merchant,False,1789.226423444689
235,merchant,False,11248.371908062742
236,retail,False,8394.695691062298
237,retail,False,1465.2372860398423
238,retail,False,248.52245377433104
239,retail,False,2876.0707097444297
240,merchant,False,34642.45638031359
241,retail,False,2623.389678397578
242,retail,False,5191.410644214628
243,retail,False,49.07924862923562
244,retail,False,2611.71293065541
245,merchant,False,34796.72251265834
246,retail,False,1214.8645447511335
247,retail,False,4305.432869362296
248,retail,False,845.7233658905402
249,retail,False,2095.3939158662356
250,retail,False,6062.535450723352
251,merchant,False,6190.276308705833
252,retail,False,1417.919821886924
253,retail,False,9458.26549876741
254,retail,True,3243.71272295235
255,retail,False,1974.9755973762499
256,merchant,False,4363.599865740354
257,retail,False,1246.3609225642367
258,retail,False,2978.7182411145136
259,retail,False,1044.4697630095236
260,retail,True,2466.0946623195628
261,merchant,False,3220.499352657004
262,retail,False,12589.933068922563
263,retail,False,6162.551905504866
264,merchant,False,24494.804508755482
265,retail,False,1264.2600076589915
266,retail,False,4588.10020355272
267,retail,False,11551.6507246792
268,retail,False,14780.224081526962
269,retail,False,155.4061632724599
270,retail,False,3152.3457664925227
271,retail,False,10788.5726205471
272,retail,False,599.0555614773011
273,retail,False,4029.047837158712
274,retail,False,3824.5113551309764
275,retail,False,4751.054679636993
276,retail,False,7865.689734750364
277,retail,False,3655.0500587878673
278,merchant,False,469.91359363411266
279,merchant,False,14533.81655108784
280,retail,False,59776.04087179344
281,retail,False,1788.6359700051992
282,retail,False,7577.5064667719025
283,retail,False,7381.566861850306
284,retail,False,7204.90245231812
285,retail,False,7601.565032994787
286,retail,False,5110.868201852352
287,retail,False,13671.48612840142
288,retail,False,6238.989620837758
289,retail,False,1101.6987258672343
290,merchant,False,2204.584011161229
291,retail,True,5091.441947661545
292,merchant,False,1747.4567100636586
293,retail,False,8690.703816060244
294,merchant,False,9276.933584378872
295,merchant,False,34491.896325426555
296,p2p_broker,False,3656.7413048308063
297,merchant,False,30839.771124055587
298,retail,False,28509.5134149852
299,retail,False,4093.683507516149
300,retail,False,1531.4928205820645
301,retail,False,5866.664030164953
302,retail,False,2235.4363077592325
303,retail,False,2691.321949934587
304,merchant,False,95253.97281866151
305,retail,False,9406.421280740213
306,retail,False,459.5763919320668
307,retail,False,14928.836166657597
308,retail,True,12449.647648050926
309,retail,False,439.50253253145615
310,retail,False,15758.400237304999
311,retail,False,2180.013729480378
312,retail,False,1164.6177652560896
313,retail,False,9585.386553355977
314,retail,False,15488.656772042194
315,retail,False,4526.463710748827
316,retail,False,1508.4672880020782
317,retail,False,9893.72891175124
318,retail,False,2893.643448754833
319,merchant,False,39489.80055718971
320,merchant,False,3945.4226106695096
321,retail,False,461.20774665588334
322,retail,False,685.0444724757284
323,retail,True,1029.2521927862551
324,merchant,False,5050.823642962547
325,retail,False,13581.271237752395
326,merchant,False,1327.4963028071388
327,retail,False,1458.5912542189844
328,retail,False,130.54672448186517
329,retail,False,40524.906782760234
330,retail,True,7751.196126470978
331,retail,False,2138.504896891109
332,retail,False,769.2884871644688
333,merchant,False,4609.651878379145
334,retail,True,216.46866969997245
335,retail,False,10616.388710045281
336,retail,False,2837.935457370395
337,retail,False,3919.5454800637312
338,retail,False,8175.955304571598
339,merchant,False,12337.755466400513
340,retail,False,228.646259920356
341,p2p_broker,False,3519.370746027803
342,merchant,False,4151.027020058455
343,retail,False,114.58509037360959
344,retail,False,214.02902353360554
345,retail,False,8558.163757995248
346,merchant,False,9791.19320714177
347,retail,False,174.7613786774504
348,retail,False,2392.001587173555
349,retail,False,2449.430463402194
350,retail,False,119.82762552721236
351,retail,False,110.09586412022719
352,retail,False,4380.115776845334
353,retail,False,3737.5767575193086
354,retail,False,11582.145101403032
355,retail,False,1557.5795289322814
356,retail,False,8519.880336814485
357,retail,False,3141.8208356325595
358,retail,True,5920.738867196258
359,retail,True,9280.512468239025
360,merchant,False,11508.047986974329
361,retail,False,4711.273224590064
362,retail,True,10438.684220121482
363,retail,False,2899.125215548784
364,retail,False,1369.8856349527478
365,retail,False,1439.5576543448285
366,retail,False,6806.241064641584
367,retail,True,1118.501635628779
368,retail,False,7985.637061068964
369,merchant,False,35810.03011905008
370,retail,False,592.7315832963994
371,retail,False,4334.252141389088
372,retail,False,1666.775636486746
373,retail,True,1247.6596345520404
374,retail,False,464.5404122977896
375,retail,False,1013.8743690300595
376,merchant,False,2952.738109115057
377,retail,False,7059.342574190895
378,retail,False,3225.6703982302415
379,retail,False,2433.270921282122
380,retail,False,6186.957226942475
381,merchant,False,21557.732299426967
382,retail,False,11639.109447263883
383,retail,False,1243.9762736659225
384,retail,False,1202.5744363782035
385,p2p_broker,False,5924.127306494936
386,retail,False,1985.2904945437242
387,p2p_broker,False,7344.71739426997
388,retail,False,1875.2972915257512
389,merchant,False,1932.4907869676845
390,retail,False,247.29317894669464
391,retail,False,4392.25514497324
392,retail,False,5278.82898381443
393,retail,False,155.271249136631
394,retail,True,2793.842751666581
395,retail,False,15953.192369477945
396,merchant,False,3218.9434548779936
397,retail,False,410.3927678799218
398,retail,False,975.5134583104308
399,retail,False,1887.634442994145
400,retail,False,11627.089716676997
401,merchant,False,2357.786113668929
402,retail,False,4224.018197220382
403,retail,False,1386.9619154827042
404,escrow,False,2812.684148792411
405,merchant,False,29353.174529365053
406,retail,False,134.02736045849065
407,merchant,False,16092.962605067349
408,retail,False,7805.429461297951
409,escrow,False,2649.6028465985537
410,retail,False,5313.301303483985
411,retail,False,1430.6422745471011
412,retail,False,342.21752975770164
413,merchant,False,4289.418687444992
414,retail,True,3550.2340782513857
415,retail,False,10091.358255097932
416,retail,False,1610.72173177157
417,retail,False,4721.29164753284
418,retail,False,28869.575324982532
419,merchant,False,16556.921646677907
420,retail,False,8393.967002103112
421,retail,False,114.76795762643593
422,retail,True,6733.034207130444
423,retail,False,2686.186286231759
424,retail,False,5531.966794490949
425,merchant,False,10048.16134675653
426,retail,False,1104.4687895235006
427,merchant,False,4786.872073882006
428,retail,False,2020.9140474798305
429,merchant,False,52566.73155475031
430,merchant,False,5460.067051086874
431,retail,True,427.01934311546955
432,retail,False,3499.038238105914
433,merchant,False,24809.192117047496
434,retail,False,956.1383726270365
435,retail,True,4987.396882230543
436,retail,False,8694.736564494175
437,retail,False,396.8781651719621
438,retail,False,26.26395870486889
439,retail,False,4659.858776636115
440,merchant,False,8225.728386163673
441,retail,False,3772.2952807487027
442,retail,False,6009.18278819997
443,retail,False,1194.4647479337787
444,retail,False,798.8260723362692
445,retail,False,396.2656763119529
446,p2p_broker,False,17460.774255518005
447,retail,False,839.6180092903041
448,retail,False,896.6343529824778
449,retail,False,718.0980339622266
450,retail,True,9261.380976291824
451,merchant,False,7205.3120146900055
452,retail,False,52855.99926699303
453,retail,False,406.0666441247956
454,retail,False,1638.95127218445
455,retail,False,156.19541357972997
456,p2p_broker,False,2352.215507387349
457,retail,True,6942.444196440854
458,retail,False,468.32464340727415
459,retail,False,3309.2399984035205
460,retail,False,5841.8979034211825
461,retail,False,822.4172864551643
462,merchant,False,3687.240505076926
463,retail,True,367.8107985662913
464,retail,False,499.663719535919
465,retail,False,5282.366165565155
466,retail,True,5939.1211982062605
467,merchant,False,6714.581958783672
468,retail,False,372.57355277340025
469,retail,False,182.01430711496187
470,retail,False,170.250656382892
471,retail,False,2034.198824159294
472,retail,False,178.5851984864784
473,retail,False,7463.111158876058
474,retail,False,7786.8406193409255
475,retail,True,1353.7471973232966
476,retail,False,2183.4401382160595
477,retail,False,1417.79224193171
478,retail,True,2676.3481429392373
479,retail,False,5264.248667705373
480,retail,False,611.773559867942
481,retail,False,7535.847870763886
482,retail,False,2524.832219954136
483,retail,False,2883.237945434651
484,retail,False,2480.7401213423896
485,retail,False,7230.763808674846
486,retail,False,2893.362741627429
487,retail,False,2504.7232424420254
488,retail,False,2656.686229902824
489,retail,False,1638.62786693419
490,retail,False,796.6226347033078
491,retail,False,2716.061616119994
492,retail,False,4116.808151377018
493,retail,False,3478.863449080618
494,retail,False,2926.7855317656167
495,retail,False,12858.799418188122
496,retail,False,7300.834836882869
497,retail,False,125.07353975587732
498,retail,False,14143.194108332655
499,retail,True,1355.4896364530532
500,retail,False,3475.1215721325707
501,merchant,False,5410.936540207916
502,merchant,False,8975.483053757865
503,retail,False,6757.620627303779
504,retail,False,4060.416835699962
505,retail,False,11946.353832133043
506,retail,False,280.554245423976
507,merchant,False,19969.619869665043
508,retail,False,3308.635934493822
509,retail,False,386.10871193315563
510,retail,False,1220.276867947208
511,merchant,False,12842.568116093136
512,retail,False,236.5921627419928
513,retail,False,3599.9290869342058
514,retail,False,6415.349753207907
515,retail,False,5387.622423056358
516,retail,False,38647.79347996511
517,retail,False,2003.2194628463394
518,retail,True,3590.664253598965
519,merchant,False,13825.217310439752
520,merchant,False,47040.827977291774
521,retail,False,2860.3563757822812
522,retail,True,6298.019680009052
523,retail,False,665.9013409025778
524,retail,False,31167.76938466149
525,retail,False,2570.0974474162444
526,p2p_broker,False,2974.8811107552015
527,escrow,False,9439.496167542224
528,retail,False,853.9283137595924
529,retail,False,63.531491027810034
530,retail,True,5767.784404166774
531,retail,False,1097.3903132654725
532,retail,False,14506.06615742632
533,retail,False,15.87110860194693
534,retail,True,5397.5995331809645
535,retail,True,5937.159706694296
536,retail,False,3567.632183097289
537,retail,False,248.18912319044932
538,retail,False,1749.637834916616
539,merchant,False,7577.776216574444
540,p2p_broker,False,5104.395071433344
541,retail,False,939.2463063732797
542,merchant,False,22950.806265868305
543,escrow,False,23414.124548686235
544,retail,False,5872.251385434978
545,retail,False,10579.188985713821
546,retail,False,13238.911076293203
547,retail,False,6718.332182981947
548,retail,False,51.70405352499341
549,retail,True,330.9777235167942
550,retail,False,1424.0367612583673
551,retail,False,11092.903522246546
552,retail,False,2745.520265707218
553,merchant,False,17610.789684033432
554,retail,False,3937.730977213831
555,retail,False,884.4919851551746
556,retail,True,2720.8952778263265
557,retail,False,7233.244740652779
558,retail,False,196.71916366957842
559,retail,True,580.0978151782247
560,retail,True,1550.6448693857
561,retail,False,3609.186985009408
562,merchant,False,2779.7896425863596
563,retail,False,7281.541106489244
564,retail,False,375.84938920987787
565,retail,False,813.8063119931489
566,retail,True,2111.8643348489204
567,retail,True,9587.62493510722
568,retail,False,300.1988444533158
569,retail,False,2897.469152894473
570,retail,False,204.1311141378677
571,merchant,False,5731.538544956363
572,retail,False,16278.964636871428
573,retail,False,3334.950389754345
574,merchant,False,32946.73028157545
575,retail,True,6402.861293222683
576,merchant,False,2420.2845051873533
577,retail,False,2863.6635301614133
578,merchant,False,8181.45456394436
579,retail,False,2858.836008784434
580,retail,False,517.6210817338192
581,retail,False,4769.4201712681015
582,retail,False,3083.5692325512305
583,retail,False,3687.861752108858
584,merchant,False,27348.46920566075
585,retail,False,28.45289572116461
586,retail,False,2961.5414027366132
587,retail,False,8809.149743009937
588,retail,True,10950.903622436528
589,retail,False,10092.023962462548
590,merchant,False,7406.378188817747
591,retail,False,543.4012513170553
592,retail,False,1169.745686229018
593,retail,False,2989.6824604645385
594,retail,False,4298.87230626094
595,retail,False,262.3064617712016
596,retail,True,8767.96770183783
597,retail,True,25480.308205090445
598,p2p_broker,False,5963.665334999116
599,retail,False,870.2284882962504
600,retail,False,3078.7688093321826
601,retail,False,2124.4215184013538
602,merchant,False,35453.26568873159
603,retail,False,1770.6248243944792
604,p2p_broker,False,950.5181765147054
605,retail,False,4729.536218262265
606,merchant,False,7341.2523477525665
607,retail,False,2390.1688521500796
608,retail,False,2920.414955847718
609,retail,False,2074.6448576914277
610,retail,False,8814.924271814243
611,retail,False,5577.816853661071
612,p2p_broker,False,6308.4592477482165
613,p2p_broker,False,3898.8210641170826
614,retail,False,109.23766441812018
615,retail,False,2611.4935396713745
616,retail,False,820.9033774204539
617,retail,False,57.02339978337318
618,retail,False,3543.0139429480123
619,retail,False,6581.846034099195
620,retail,False,3727.4506264628512
621,retail,False,612.0643713478242
622,p2p_broker,False,8831.285798099132
623,retail,False,160.96086165434042
624,p2p_broker,False,7481.435525380368
625,retail,False,645.1923676961113
626,retail,False,964.6991382587189
627,retail,False,4275.540707711986
628,retail,False,265.8168679843616
629,merchant,False,9635.437147170485
630,merchant,False,4597.498587795414
631,merchant,False,1432.233945403129
632,retail,False,21492.673745635017
633,retail,False,926.3134893287291
634,retail,False,6093.771321698363
635,retail,False,5380.618393000075
636,retail,True,9116.586660101952
637,retail,True,1342.8779480625008
638,retail,False,3219.059301226262
639,merchant,False,7772.983073409988
640,retail,False,7102.084299421575
641,merchant,False,10200.1142360899
642,retail,False,3891.8884796404727
643,retail,False,5496.811481467333
644,retail,False,2479.706801684712
645,merchant,False,2331.441689036055
646,retail,False,2967.1452202736123
647,retail,False,6405.806215727099
648,retail,False,112.37418077086332
649,retail,False,15620.328300893636
650,retail,False,6891.294799800097
651,merchant,False,19109.837783907216
652,retail,False,5717.173765073279
653,retail,False,2010.1082738842986
654,merchant,False,36647.93736598996
655,retail,False,3352.341429069957
656,merchant,False,5745.475387251674
657,retail,False,624.4466243716254
658,retail,False,2899.7060996390956
659,retail,True,7639.222228679757
660,retail,False,3335.59958557111
661,merchant,False,13998.295666222171
662,retail,False,1492.5880584496254
663,retail,False,2960.8811175431524
664,retail,False,428.13007290020767
665,retail,False,190.05525879762058
666,merchant,False,2847.225121508463
667,escrow,False,31054.802018470084
668,retail,False,378.72937622229665
669,retail,False,310.4970403797449
670,retail,False,113.53995952894542
671,retail,False,2491.2677404416195
672,escrow,False,15654.144521805822
673,retail,False,3021.5683746165796
674,retail,False,4965.952009409775
675,retail,False,3048.7939330545173
676,merchant,False,3356.691203107209
677,retail,False,4496.275298405388
678,retail,True,14065.041048048299
679,retail,False,3826.302269946082
680,retail,False,4215.490398662014
681,retail,False,5375.6750271361125
682,retail,True,5658.753115432913
683,retail,False,4646.09500822034
684,retail,False,5076.420038766046
685,retail,True,3209.1503242118292
686,retail,False,2165.514191880484
687,p2p_broker,False,2638.434454141689
688,retail,False,1225.6171769961938
689,retail,False,2674.5954814558727
690,retail,False,5913.508277735441
691,merchant,False,797.1785118656668
692,retail,False,2171.202394073532
693,retail,False,5694.185004307133
694,merchant,False,4841.134928030242
695,retail,False,11581.51115046702
696,retail,False,4605.846196042093
697,retail,False,12872.344728796294
698,retail,False,1426.841294559635
699,retail,False,1089.090583665244
700,retail,True,3359.2471503124807
701,retail,False,6037.430968004752
702,retail,True,2210.989249203182
703,merchant,False,2619.7732365675
704,retail,False,1768.6520291871993
705,retail,True,2357.0931573680637
706,retail,False,2937.1779978170607
707,retail,False,5216.095088256846
708,retail,False,83.95231185902782
709,retail,False,1884.2527503186993
710,escrow,False,3764.544549705739
711,retail,False,8167.195173814117
712,merchant,False,29827.63391335245
713,merchant,False,31089.6930997556
714,retail,False,4525.317056524293
715,retail,False,1147.2563767056638
716,retail,False,237.08519269057405
717,retail,False,1682.1290906721347
718,retail,False,3612.4247312726857
719,p2p_broker,False,1928.6877497035443
720,retail,False,1616.8567555661461
721,retail,False,2707.316530691347
722,retail,False,9012.87873039966
723,p2p_broker,False,18336.103918656438
724,retail,False,1709.793670053965
725,retail,False,1642.9582991177313
726,retail,False,1571.8477070044944
727,retail,False,499.84250928445306
728,retail,False,2284.938971189685
729,retail,False,1940.8583925722012
730,retail,False,1028.8379410025918
731,retail,False,2221.5121868586093
732,retail,False,1470.7395390088304
733,retail,False,6532.408485061186
734,retail,False,4937.711627636555
735,retail,True,1439.3141198331768
736,retail,False,10971.231750736455
737,retail,False,3732.7215788306626
738,retail,False,629.9368031466825
739,retail,False,9136.989641235015
740,retail,False,1807.1834201253134
741,retail,False,5550.938566589489
742,merchant,False,20649.18013476138
743,retail,False,2093.2519818201677
744,retail,False,128.37620087222973
745,retail,False,1516.308965646112
746,retail,False,7141.085230088521
747,retail,False,4929.054016687748
748,retail,False,2631.245549518366
749,merchant,False,2641.7288137936384
750,retail,False,2422.790587582857
751,retail,False,74.19330894573892
752,retail,False,5817.979560104945
753,retail,False,1570.8242775610163
754,retail,True,537.0765820991392
755,retail,False,3246.180055864608
756,retail,False,871.0740497370912
757,merchant,False,10779.774870467529
758,retail,False,3468.261191407062
759,retail,False,4189.386095826842
760,retail,False,612.9249553276989
761,retail,False,6765.281044574904
762,retail,False,4385.6001881066095
763,retail,False,8143.567890232321
764,merchant,False,1901.7045841869258
765,retail,False,8763.91155314308
766,retail,False,1761.2404403942674
767,retail,False,3977.55238394123
768,retail,True,2154.3831164794115
769,retail,False,409.19879973403386
770,retail,False,422.49059241471844
771,retail,False,3615.7450374300056
772,retail,False,2349.3771155259574
773,merchant,False,6571.829540517964
774,retail,False,2725.875853765855
775,merchant,False,22671.083965975282
776,retail,False,2223.561122660644
777,retail,False,3375.8606612049443
778,retail,False,2260.6993212683046
779,merchant,False,26163.751480660445
780,retail,False,4374.573413594587
781,merchant,False,17566.329285092776
782,retail,False,1919.2297521501823
783,retail,False,650.4187936313468
784,p2p_broker,False,4090.3293583522855
785,retail,False,7770.072368676527
786,merchant,False,4126.128168756383
787,retail,False,4724.487691487532
788,retail,False,2382.322532030923
789,retail,False,2952.301728714869
790,retail,False,1755.2313265326568
791,retail,False,2835.59618159779
792,retail,False,2990.884987785108
793,retail,False,1300.3568081208473
794,retail,False,3811.215316585694
795,retail,False,1718.357729835222
796,retail,False,32086.55742824388
797,retail,False,2903.3546248290795
798,retail,False,26536.260968068407
799,retail,False,45.60596218684583
800,retail,True,30320.158936015396
801,retail,False,5164.667180676981
802,merchant,False,6101.501538564335
803,retail,False,12302.534656557498
804,retail,False,6885.29176557083
805,retail,False,16434.96169291447
806,retail,False,2398.838771970785
807,retail,False,6299.866057801375
808,retail,False,161.1534757454989
809,escrow,False,14994.206647280474
810,retail,False,1005.5158903507348
811,retail,False,1976.9348203286145
812,escrow,False,602.7736537772473
813,retail,False,8871.758754863662
814,retail,False,9.340703620615265
815,merchant,False,22146.941418891496
816,merchant,False,20946.097227793285
817,retail,False,836.4142084046631
818,retail,False,6576.120479381089
819,retail,False,1317.7221133073608
820,retail,False,1930.311530159841
821,retail,False,1180.8351033196109
822,retail,True,2165.249267418737
823,retail,False,1247.0844367214168
824,merchant,False,7820.309627288858
825,retail,False,9290.911005735059
826,retail,True,517.3044270889662
827,retail,True,1819.9809376223739
828,merchant,False,6430.185780222733
829,retail,True,10150.338403818456
830,retail,False,43.43624293254334
831,retail,False,991.3494696537099
832,retail,False,100.24777225670127
833,retail,False,1114.5085122685205
834,retail,False,152.1206088622307
835,retail,True,8507.02943980093
836,retail,True,11436.066145608911
837,p2p_broker,False,7410.811714617462
838,retail,False,3361.4609163812975
839,retail,False,3180.509537580551
840,retail,False,152.08405438322734
841,retail,False,3404.9967240541696
842,retail,False,2273.4552832941763
843,retail,False,3663.2876005829485
844,retail,True,536.3562996186101
845,merchant,False,10794.387309444935
846,retail,False,69702.78524347577
847,retail,False,5600.706461825973
848,retail,False,2960.3294297335947
849,p2p_broker,False,11290.740376107902
850,retail,False,2220.577250884273
851,retail,False,9944.223234992905
852,merchant,False,5093.877440024912
853,merchant,False,17251.908893841268
854,retail,False,3734.143547167571
855,retail,False,2161.1787082601213
856,retail,False,1273.0916990517155
857,merchant,False,6952.26395099432
858,retail,False,1199.9619591061903
859,retail,False,1724.8322623608117
860,retail,False,1328.8443024304274
861,retail,False,2177.6184356856575
862,retail,False,465.16053798476594
863,retail,False,3222.8390349897145
864,retail,False,6835.485277592285
865,merchant,False,36982.13549032453
866,merchant,False,2064.610869975903
867,retail,False,3876.5562423012007
868,retail,False,2758.935606858856
869,retail,True,1983.7591630070033
870,retail,False,4356.995913728541
871,retail,False,2254.8552660667124
872,p2p_broker,False,14539.963762860569
873,retail,False,8877.607059594864
874,retail,False,4378.151949414301
875,merchant,False,15610.848269355358
876,retail,False,987.2156475038662
877,retail,False,9509.322594891542
878,retail,False,9398.635674949213
879,retail,False,97.24294184140699
880,retail,False,6617.729202819107
881,retail,False,3944.021756167647
882,merchant,False,16620.274726862233
883,retail,False,1418.3936628587792
884,retail,False,2763.6321557224055
885,retail,False,239.93054096627233
886,retail,False,1100.2297610912215
887,retail,False,1241.213798322069
888,retail,False,3051.72643089132
889,retail,False,125.32205223368581
890,retail,False,1882.1767192350765
891,p2p_broker,False,2727.627964935804
892,retail,False,1593.4521703508635
893,retail,False,5743.386828400585
894,retail,False,173.8806449954698
895,merchant,False,23413.644471837855
896,retail,False,14272.11749647276
897,retail,False,870.7063025215834
898,retail,False,3243.634898963786
