txn_id,source_id,target_id,timestamp,amount,is_fraud
40,1021,5251,2023-12-31 20:14:39.964151382,36.200957080841484,0
41,3951,9516,2023-12-31 20:14:41.157153130,3338.258980917113,0
42,6165,470,2023-12-31 20:14:41.845357418,99.73930604081274,0
43,8455,3290,2023-12-31 20:14:45.695473909,66.44004540556982,0
44,1332,7844,2023-12-31 20:14:48.872184753,149.82195212700842,0
45,6575,9255,2023-12-31 20:15:27.760422468,31.297806127004687,0
46,2291,9537,2023-12-31 20:16:03.189801931,208.8540675156678,0
47,128,9917,2023-12-31 20:17:23.656405210,48.13536933799755,0
48,6578,8567,2023-12-31 20:18:02.126060246,7467.856708096954,0
49,8668,4392,2023-12-31 20:18:14.608721733,106.1270453779138,0
50,7720,5145,2023-12-31 20:19:00.259149075,18.41963399985832,0
51,4253,4396,2023-12-31 20:19:39.059053659,42.651581050825584,0
52,1731,2272,2023-12-31 20:19:42.552563906,17.782497695602743,0
53,8916,877,2023-12-31 20:20:31.672343969,133.29814425796576,0
54,4,1564,2023-12-31 20:21:13.688783169,1083.2155441048421,0
55,4052,1473,2023-12-31 20:23:01.077123404,63.453923111730724,0
56,5670,225,2023-12-31 20:23:02.131880999,186.97085712180495,0
57,6346,6952,2023-12-31 20:23:03.463984728,4432.971394439383,0
58,2266,5332,2023-12-31 20:23:47.320206642,62.82748955909989,0
59,5705,3709,2023-12-31 20:23:52.783933163,56.757365903926456,0
60,8274,9548,2023-12-31 20:24:32.802253008,32.507950446297,0
61,7794,3115,2023-12-31 20:24:33.166044950,24.81535658753071,0
62,1301,24,2023-12-31 20:24:42.663181782,39.49345200385924,0
63,7,3047,2023-12-31 20:24:51.862833738,902.4155196635428,0
64,12,5657,2023-12-31 20:25:08.736299038,833.7557339033965,0
65,9034,3679,2023-12-31 20:25:10.577257872,134.3388195082861,0
66,1475,7019,2023-12-31 20:25:24.323323011,30.351619785146777,0
67,9545,2533,2023-12-31 20:25:27.824231863,76.73826322539092,0
68,309,7210,2023-12-31 20:25:32.155762911,102.53651007289545,0
69,9682,2086,2023-12-31 20:25:32.712372780,10168.23009948781,0
70,20,534,2023-12-31 20:25:53.248358250,27.189801423460413,0
71,7277,4030,2023-12-31 20:26:06.615316391,34.0719879148052,0
72,5618,1498,2023-12-31 20:26:13.643007755,21.15895817206233,0
73,9840,6442,2023-12-31 20:26:32.492296219,93.10629339531626,0
74,7127,2505,2023-12-31 20:27:41.745257854,64.64927023978636,0
75,4912,2852,2023-12-31 20:28:07.833912134,148.1818491027579,0
76,2757,8925,2023-12-31 20:28:24.225563288,58.37098796577714,0
77,12,5727,2023-12-31 20:29:22.791451693,1134.6823929116888,0
78,4832,8538,2023-12-31 20:30:33.960310936,247.51068798564222,0
79,4319,6880,2023-12-31 20:30:51.274668217,31.85353786688207,0
80,558,3146,2023-12-31 20:31:46.800371647,546.0448221703327,0
81,6201,6677,2023-12-31 20:32:13.141803741,432.0026229275076,0
82,4388,2391,2023-12-31 20:32:14.580847263,40.93342754134907,0
83,7280,1832,2023-12-31 20:32:24.398643732,43.63243669223605,0
84,2432,4421,2023-12-31 20:32:32.661001682,31.806826329150375,0
85,7484,5193,2023-12-31 20:32:41.239129305,123.78092985715439,0
86,7660,6569,2023-12-31 20:32:59.136187315,438.0300428366773,0
87,510,6744,2023-12-31 20:33:11.841157436,161.46731842667845,0
88,4176,9434,2023-12-31 20:33:32.991266966,29.54687991119428,0
89,1021,7557,2023-12-31 20:33:40.407578468,43.57691783990112,0
90,879,4895,2023-12-31 20:34:11.486251593,36.866975260382056,0
91,8728,7501,2023-12-31 20:34:12.750571251,34.7656248457686,0
92,6363,8407,2023-12-31 20:34:32.884397984,51.13426086611069,0
93,688,5057,2023-12-31 20:34:33.252179623,6.046281163878772,0
94,1,5549,2023-12-31 20:35:13.388457537,1244.5085114026692,0
95,2749,1797,2023-12-31 20:35:42.441165924,32.46443692107426,0
96,1173,2466,2023-12-31 20:36:56.342663050,24.4403321160846,0
97,5082,6856,2023-12-31 20:38:00.297893047,68.32968890023793,0
98,9311,5617,2023-12-31 20:38:07.856390476,137.81686916309258,0
99,8071,2136,2023-12-31 20:38:27.633180380,9.053788473213094,0
100,7351,935,2023-12-31 20:38:44.182823896,77.15823570941623,0
101,4605,6292,2023-12-31 20:38:59.103141785,14.279798040755875,0
102,5739,6709,2023-12-31 20:39:31.712040186,72.18008650090425,0
103,3364,7427,2023-12-31 20:40:40.242862701,21.05814281885999,0
104,1116,3074,2023-12-31 20:41:16.828323841,38.880405899074646,0
105,4941,2255,2023-12-31 20:42:26.893863201,8.861208357698905,0
106,8292,3032,2023-12-31 20:43:09.755900860,51.76670888370454,0
107,8496,8153,2023-12-31 20:43:23.566424847,49.54152908805223,0
108,8598,8120,2023-12-31 20:43:44.543329954,78.72677883725139,0
109,2988,8796,2023-12-31 20:43:50.065687180,92.2238162334619,0
110,7146,2516,2023-12-31 20:44:00.229670763,17.237774009331602,0
111,7638,9133,2023-12-31 20:44:04.293971539,5.388732937736768,0
112,7007,617,2023-12-31 20:44:12.272436380,44.35074889666095,0
113,4508,5288,2023-12-31 20:44:21.968104839,289.37649666888035,0
114,6630,2206,2023-12-31 20:44:28.317464352,51.41061011125523,0
115,4152,3588,2023-12-31 20:44:47.579208612,118.20088141351998,0
116,5913,5158,2023-12-31 20:45:33.858421326,21.627306258142717,0
117,9311,6309,2023-12-31 20:45:39.003491163,37.74559061076869,0
118,7895,6508,2023-12-31 20:46:00.657294273,23.028135866718706,0
119,2385,8468,2023-12-31 20:46:30.018316746,43.48498992560998,0
120,3854,4996,2023-12-31 20:46:33.664080143,41.025254712653656,0
121,7497,9421,2023-12-31 20:46:47.275446177,7.156555546304728,0
122,9020,5320,2023-12-31 20:46:58.520276070,128.59441897326107,0
123,5480,7416,2023-12-31 20:47:23.994048357,9.570206868595285,0
124,1609,5551,2023-12-31 20:47:30.176555395,34.15376142391508,0
125,7282,6310,2023-12-31 20:48:41.436771631,244.91917937858983,0
126,6356,2610,2023-12-31 20:49:07.631334305,37.28523078693511,0
127,1252,2199,2023-12-31 20:49:21.158707142,57.895370219512536,0
128,3529,4946,2023-12-31 20:49:28.918589830,193.88883151965558,0
129,5626,2301,2023-12-31 20:49:41.118347406,82.32990978981869,0
130,9935,8684,2023-12-31 20:49:44.622195959,96.61355874381466,0
131,3047,5555,2023-12-31 20:50:02.871900558,419.75391808688624,0
132,8745,7294,2023-12-31 20:50:33.669711828,4.660356674980687,0
133,6076,2197,2023-12-31 20:50:37.347094774,12.322278315725935,0
134,7167,110,2023-12-31 20:51:07.460391998,118.75645179306129,0
135,925,4495,2023-12-31 20:51:12.106645584,29.416949567528146,0
136,842,4,2023-12-31 20:51:32.625405312,213.2733966494408,0
137,2530,6201,2023-12-31 20:51:49.590066195,14.887511638044806,0
138,63,2757,2023-12-31 20:52:05.924834251,71.65383544003143,0
139,7206,9572,2023-12-31 20:52:32.958053350,100.76338447354627,0
140,7906,725,2023-12-31 20:52:43.371758699,105.77189513938521,0
141,2135,7993,2023-12-31 20:52:51.807312012,596.6178205565196,0
142,9618,9385,2023-12-31 20:53:05.072384596,59.7348026078491,0
143,354,1568,2023-12-31 20:53:12.920357704,75.03541237173742,0
144,5002,5152,2023-12-31 20:53:24.590704918,33.192925970395336,0
145,9,5453,2023-12-31 20:53:55.168833494,586.5067023570916,0
146,6248,9187,2023-12-31 20:54:13.139168978,42.98093345794287,0
147,7856,2338,2023-12-31 20:54:38.948021650,46.57109254049039,0
148,9483,1825,2023-12-31 20:54:40.250781058,86.1109765671883,0
149,1297,1343,2023-12-31 20:54:44.608594656,23.919171681346217,0
150,9,9772,2023-12-31 20:54:46.968184948,1779.4102400269762,0
151,6112,2673,2023-12-31 20:55:02.811600208,25.908602132345802,0
152,4047,6476,2023-12-31 20:55:22.447686434,14.809528068992618,0
153,6671,6112,2023-12-31 20:56:05.868104219,18.623900845421534,0
154,3930,6603,2023-12-31 20:56:10.769470453,85.0136699007954,0
155,3821,3028,2023-12-31 20:56:15.695044518,173.0028175202022,0
156,3238,9496,2023-12-31 20:56:30.286938906,41.909032324673404,0
157,9844,114,2023-12-31 20:56:32.479683161,133.54025931708003,0
158,317,9493,2023-12-31 20:56:36.345666170,39.56181849582064,0
159,9100,1460,2023-12-31 20:56:45.011234283,10.909917285339674,0
160,5755,5068,2023-12-31 20:57:02.168926954,32.63442279402522,0
161,6888,7638,2023-12-31 20:57:24.128165245,39.45465360631179,0
162,9416,6166,2023-12-31 20:57:37.310009956,55.071800085381746,0
163,62,2402,2023-12-31 20:57:42.128592252,15.677245637123029,0
164,7497,796,2023-12-31 20:57:44.488725662,15.505313266808987,0
165,5003,4243,2023-12-31 20:57:54.025696039,28.942614611974506,0
166,2976,8605,2023-12-31 20:58:15.273969889,89.80343661418193,0
167,9203,1449,2023-12-31 20:58:29.724724293,56.81863341711767,0
168,8101,9276,2023-12-31 20:58:33.349195004,316.14572115598946,0
169,2778,3035,2023-12-31 20:59:05.956194401,28.020800787866925,0
170,9507,6618,2023-12-31 20:59:16.540287971,36.37903904306177,0
171,7349,8184,2023-12-31 20:59:18.524694443,62.8083236751887,0
172,7139,2955,2023-12-31 21:00:09.799898148,41.79484299090894,0
173,7096,7210,2023-12-31 21:00:34.543782949,180.44631539486042,0
174,6610,9049,2023-12-31 21:01:30.608503342,79.91253878884262,0
175,9465,4067,2023-12-31 21:01:41.765239239,45.56232047962706,0
176,7896,7441,2023-12-31 21:02:07.742235422,34.39024916030656,0
177,12,5527,2023-12-31 21:02:20.275855064,1017.2866427163376,0
178,1813,2384,2023-12-31 21:03:47.954792738,49.26011879310998,0
179,4215,9517,2023-12-31 21:03:49.123581648,67.05338785408188,0
180,3632,6277,2023-12-31 21:03:54.203346252,230.67206394430806,0
181,6471,6135,2023-12-31 21:04:45.622042418,150.5129794503219,0
182,5106,2866,2023-12-31 21:05:37.205900192,94.69493115191693,0
183,1599,1760,2023-12-31 21:05:47.274638176,21.474462707000495,0
184,4656,1114,2023-12-31 21:07:50.383435726,2552.894815158554,0
185,9047,9525,2023-12-31 21:08:28.664244175,108.49503884853495,0
186,6517,8123,2023-12-31 21:08:47.411691189,114.03925925907555,0
187,6,1946,2023-12-31 21:08:47.968188763,504.91701618091037,0
188,4763,7643,2023-12-31 21:09:50.046019554,26.483387703724155,0
189,9800,9940,2023-12-31 21:10:02.447303057,123.62894624177432,0
190,1775,4986,2023-12-31 21:10:22.226226807,35.93131624130227,0
191,8617,8555,2023-12-31 21:10:24.436365604,52.72411918283853,0
192,9994,2111,2023-12-31 21:11:03.551140547,32.42310821146455,0
193,4872,6253,2023-12-31 21:11:20.803938627,219.09153949135091,0
194,1638,945,2023-12-31 21:11:26.366937399,101.39840578328476,0
195,9444,727,2023-12-31 21:13:09.116221905,70.61848921529953,0
196,2688,5793,2023-12-31 21:13:20.435374975,22.817528267153858,0
197,5619,3992,2023-12-31 21:13:23.969736576,20.44433457809003,0
198,7170,6796,2023-12-31 21:13:26.508340119,159.88672588468387,0
199,9007,2018,2023-12-31 21:13:34.861659050,104.11614475242973,0
200,606,8028,2023-12-31 21:14:12.004526854,3369.7207769657375,0
201,597,6988,2023-12-31 21:14:26.101215839,24.446914681472308,0
202,7729,1461,2023-12-31 21:14:39.446698427,15.618514458623098,0
203,7421,5066,2023-12-31 21:14:59.645158291,86.17890504570921,0
204,2225,3224,2023-12-31 21:15:24.922636747,10.669663988701837,0
205,116,4771,2023-12-31 21:15:40.628664970,159.21497437597273,0
206,6891,5988,2023-12-31 21:15:41.157397985,3305.3471866666277,0
207,1931,1863,2023-12-31 21:16:28.972483397,28.84291951187125,0
208,4993,7388,2023-12-31 21:16:33.832757473,309.44301026829334,0
209,6762,8194,2023-12-31 21:16:53.715218067,1869.328940529083,0
210,8346,4334,2023-12-31 21:16:57.927107334,361.6510317708503,0
211,4864,478,2023-12-31 21:17:36.851540089,56.05168786779611,0
212,6498,5951,2023-12-31 21:17:44.455538034,17.71487641080109,0
213,269,8331,2023-12-31 21:17:48.359065771,180.00538234267157,0
214,4206,9660,2023-12-31 21:17:59.048853636,10.606488407208932,0
215,2402,4558,2023-12-31 21:18:00.976490736,26.495114006983687,0
216,7654,274,2023-12-31 21:18:42.218779325,112.5279303251771,0
217,8564,2655,2023-12-31 21:18:48.540441751,343.3857116169648,0
218,7164,3864,2023-12-31 21:19:29.145890474,1727.9259581287824,0
219,5471,5502,2023-12-31 21:20:20.587475061,47.64585606938246,0
220,5159,9208,2023-12-31 21:20:22.349264383,182.01275054976105,0
221,5019,6283,2023-12-31 21:20:31.259289025,71.27335494238858,0
222,6945,1543,2023-12-31 21:20:36.565955400,12.888936142671113,0
223,9448,7613,2023-12-31 21:21:54.200374126,37.573209680405704,0
224,7625,6553,2023-12-31 21:22:22.640186310,104.86468080834133,0
225,9026,5304,2023-12-31 21:22:46.656902075,79.95598407974012,0
226,6870,7324,2023-12-31 21:22:51.865002632,39.07092928049542,0
227,1162,6351,2023-12-31 21:22:52.529727936,12633.357201722576,0
228,3521,3929,2023-12-31 21:23:03.367559671,1923.7387326177552,0
229,187,3940,2023-12-31 21:23:17.089653730,25.154876374765582,0
230,4253,7496,2023-12-31 21:23:25.660035610,43.95144836924252,0
231,1275,9647,2023-12-31 21:24:19.101830959,73.48377272831303,0
232,6,2408,2023-12-31 21:24:38.418955088,1420.5358336089348,0
233,2016,5168,2023-12-31 21:24:55.796402931,55.01288999802331,0
234,6985,1428,2023-12-31 21:26:59.864195108,11.92947452467801,0
235,2540,1787,2023-12-31 21:28:24.824591875,233.40294952808128,0
236,3776,7462,2023-12-31 21:29:15.970167637,11.234400607065579,0
237,2467,1744,2023-12-31 21:29:31.681926012,42.24235328623775,0
238,8391,7786,2023-12-31 21:29:41.898425102,40.03805574061308,0
239,312,654,2023-12-31 21:29:46.979492664,38.04794836992531,0
240,3085,4309,2023-12-31 21:29:57.170052052,89.24299154570456,0
241,9503,2188,2023-12-31 21:30:55.128666878,38.49103419579384,0
242,8686,9675,2023-12-31 21:31:06.636107683,29.271831355462574,0
243,6444,3513,2023-12-31 21:31:45.491827726,1299.024990281695,0
244,9900,281,2023-12-31 21:32:21.545332193,25.770621458767618,0
245,8240,499,2023-12-31 21:32:29.466288567,10.193116704851285,0
246,5751,5076,2023-12-31 21:33:11.698187113,45.71046406648269,0
247,699,774,2023-12-31 21:33:28.928424597,71.2375192849598,0
248,8805,8824,2023-12-31 21:33:44.664148569,84.79873671879538,0
249,5346,2447,2023-12-31 21:33:54.342350483,11.786743601346604,0
250,8,1651,2023-12-31 21:33:57.000690699,782.13846706273,0
251,5176,8472,2023-12-31 21:34:36.039817572,50.829442223167625,0
252,1456,1493,2023-12-31 21:35:02.505908966,292.0723951320969,0
253,7446,7084,2023-12-31 21:35:10.497610331,62.2878673235995,0
254,1283,4584,2023-12-31 21:36:08.071738720,80.45564426506662,0
255,1226,9681,2023-12-31 21:36:12.040325165,26.169469536042676,0
256,9242,1948,2023-12-31 21:36:48.855160475,127.51677009852057,0
257,1,8958,2023-12-31 21:37:14.640427828,2029.5934797644643,0
258,3203,6489,2023-12-31 21:37:42.788724899,15557.507527194995,0
259,5247,4129,2023-12-31 21:38:21.983348370,39.67015853786239,0
260,3,1582,2023-12-31 21:38:43.516043186,864.6621716425944,0
261,8474,5057,2023-12-31 21:38:52.764043331,211.0034969144611,0
262,452,9123,2023-12-31 21:39:18.721514225,123.27442416452793,0
263,7469,254,2023-12-31 21:40:28.408278942,47.59885080585748,0
264,6922,4878,2023-12-31 21:40:53.201121569,37.47838674227806,0
265,9969,1359,2023-12-31 21:41:07.196148157,19.626127677924003,0
266,3615,5036,2023-12-31 21:41:16.815300465,355.2156543514901,0
267,6290,1142,2023-12-31 21:41:49.188492060,59.1416580425945,0
268,7616,81,2023-12-31 21:42:12.257034779,63.157780412570055,0
269,3,7508,2023-12-31 21:42:17.819337368,1196.3887075833757,0
270,7057,6396,2023-12-31 21:42:22.180620670,250.86010985002173,0
271,10,6867,2023-12-31 21:42:29.939957142,1178.3044074404995,0
272,6613,7264,2023-12-31 21:43:17.067175388,175.80363752908357,0
273,3711,3520,2023-12-31 21:43:27.970747709,259.0686357340209,0
274,9310,6011,2023-12-31 21:43:35.266247271,44.169578117046065,0
275,10,5089,2023-12-31 21:43:48.910619736,264.3311241658718,0
276,3621,5847,2023-12-31 21:44:31.060287476,70.67758738053487,0
277,6901,4689,2023-12-31 21:44:35.072203159,82.88948181307376,0
278,4204,576,2023-12-31 21:44:59.550725698,71.36440353013877,0
279,9904,2465,2023-12-31 21:45:42.381906033,55.68115378148883,0
280,3009,9471,2023-12-31 21:46:20.433643341,34.607624267021755,0
281,0,307,2023-12-31 21:46:57.478323460,1080.8989852036498,0
282,1930,2384,2023-12-31 21:47:52.756941080,218.07153945314357,0
283,3815,6584,2023-12-31 21:47:56.720274210,125.44715618470092,0
284,4965,8200,2023-12-31 21:48:22.692172050,47.28172254807673,0
285,468,2215,2023-12-31 21:48:42.670930147,76.35153111300397,0
286,8874,148,2023-12-31 21:48:45.429389000,188.70852380008415,0
287,5124,479,2023-12-31 21:48:52.642215014,150.90452548763102,0
288,8817,4271,2023-12-31 21:49:09.144621611,60.26451702484151,0
289,0,4161,2023-12-31 21:49:39.638634205,1711.9647171327551,0
290,4008,7947,2023-12-31 21:50:06.294593096,71.30176332496414,0
291,762,2334,2023-12-31 21:50:21.320127010,67.47913421795768,0
292,9522,5176,2023-12-31 21:50:44.816904068,200.81675806478378,0
293,1575,118,2023-12-31 21:51:12.955626726,85.41820162076787,0
294,3799,4711,2023-12-31 21:51:13.212684870,173.95254260384425,0
295,630,5317,2023-12-31 21:51:50.839288950,4479.350277200151,0
296,5703,6560,2023-12-31 21:52:19.617219687,59.40131297909461,0
297,5677,9215,2023-12-31 21:52:35.552179575,44.20300379799594,0
298,5358,3176,2023-12-31 21:53:33.799947023,249.2867747223706,0
299,1774,4059,2023-12-31 21:54:18.778683662,295.24963322166997,0
300,37,3987,2023-12-31 21:54:33.806093454,16.5539960949271,0
301,1465,5387,2023-12-31 21:54:45.035328865,71.19879838175399,0
302,5823,616,2023-12-31 21:54:57.388575077,90.73089357032134,0
303,869,5788,2023-12-31 21:55:15.482740879,32.384521579941485,0
304,8,2264,2023-12-31 21:56:11.489300251,968.4923985727969,0
305,9455,4693,2023-12-31 21:56:23.700022221,94.45531792014827,0
306,89,5961,2023-12-31 21:56:23.805999994,18.49175874502248,0
307,3,6049,2023-12-31 21:57:03.181179047,454.5607186239381,0
308,6894,4445,2023-12-31 21:58:23.180893421,314.2540968287893,0
309,9408,1915,2023-12-31 21:59:03.116079569,89.2956268851425,0
310,9913,9180,2023-12-31 21:59:11.353289127,78.00376109137854,0
311,5193,2886,2023-12-31 21:59:13.522307634,145.7182453333995,0
312,1969,9528,2023-12-31 21:59:31.211056948,345.2141071088919,0
313,790,4469,2023-12-31 21:59:50.359804153,98.13792534471763,0
314,6029,6648,2023-12-31 22:00:11.772672176,85.92019440634596,0
315,5936,618,2023-12-31 22:01:04.174993038,51.62615251561326,0
316,7729,5536,2023-12-31 22:01:09.075269461,7.069350224361278,0
317,3716,9339,2023-12-31 22:01:35.347407341,8.876844343386677,0
318,5029,7866,2023-12-31 22:02:00.945432425,57.95457194241616,0
319,6786,183,2023-12-31 22:02:17.825947046,47.43987501420179,0
320,3750,7489,2023-12-31 22:02:19.498183727,84.34097078931592,0
321,2583,1541,2023-12-31 22:02:38.783104658,348.7381791821153,0
322,3193,5878,2023-12-31 22:02:40.543281555,222.57788941863168,0
323,9,4780,2023-12-31 22:02:41.305108547,1095.2402258182433,0
324,3188,7811,2023-12-31 22:03:10.174871922,113.06666672150091,0
325,1028,4816,2023-12-31 22:03:11.574923515,417.46114153139877,0
326,2084,466,2023-12-31 22:03:20.900985718,32.641205698793726,0
327,2477,9638,2023-12-31 22:03:26.075840473,88.94237609544956,0
328,2751,2556,2023-12-31 22:03:31.864409208,121.90541601836064,0
329,2486,8471,2023-12-31 22:03:40.279959679,81.53991863163618,0
330,6415,3030,2023-12-31 22:04:11.579124451,56.30536672543268,0
331,7465,1582,2023-12-31 22:04:15.992871284,65.06791168509221,0
332,9953,4196,2023-12-31 22:05:06.910920382,28.789375004523848,0
333,8323,1311,2023-12-31 22:05:18.290106297,6619.848994446269,0
334,4182,9735,2023-12-31 22:05:46.807243586,20.339088219985523,0
335,3197,8304,2023-12-31 22:06:08.401628733,124.12219806650764,0
336,768,2838,2023-12-31 22:06:17.427252293,34.99685412325154,0
337,1915,7383,2023-12-31 22:06:23.649780512,55.13617368401171,0
338,8449,1105,2023-12-31 22:06:30.945393562,61.14137226305337,0
339,5330,6793,2023-12-31 22:06:38.801770210,94.45851199446793,0
340,6607,7022,2023-12-31 22:07:01.768954039,3.283872826560653,0
341,8280,5338,2023-12-31 22:07:05.041945219,53.009482568824914,0
342,1715,6427,2023-12-31 22:08:05.332148552,92.30845234664473,0
343,1570,6145,2023-12-31 22:09:00.457138300,23.811363874690496,0
344,7232,2765,2023-12-31 22:09:04.981535912,61.31943953189583,0
345,7939,3867,2023-12-31 22:09:23.613343000,44.96836999433818,0
346,10,3522,2023-12-31 22:09:56.565489292,2526.36057604722,0
347,9140,3606,2023-12-31 22:10:11.316148758,63.29626866138414,0
348,61,827,2023-12-31 22:10:15.038352728,33.32766887786814,0
349,6865,5828,2023-12-31 22:10:16.502905369,78.99695780984813,0
350,6172,7425,2023-12-31 22:11:58.442763805,139.06909641100373,0
351,3825,5833,2023-12-31 22:12:59.832114935,10.23249176946015,0
352,793,5328,2023-12-31 22:13:07.404815197,332.66443345592114,0
353,5887,7252,2023-12-31 22:13:17.495509624,85.7907489383697,0
354,2276,4594,2023-12-31 22:13:32.716190815,41.76947584784781,0
355,6491,414,2023-12-31 22:13:34.876024485,49.30188495349279,0
356,146,8673,2023-12-31 22:13:50.781115770,16.761914815922804,0
357,2544,4180,2023-12-31 22:14:00.788433790,267.9226929140568,0
358,5125,8371,2023-12-31 22:14:05.038958311,195.10599398343464,0
359,3667,4373,2023-12-31 22:14:35.701028347,125.88127365652137,0
360,901,5684,2023-12-31 22:14:41.752361774,91.83395088625706,0
361,7486,2543,2023-12-31 22:15:17.532170773,24.750746014696176,0
362,8159,1902,2023-12-31 22:15:51.164936543,35.49024448966417,0
363,2478,567,2023-12-31 22:16:18.694325924,11.509189392628395,0
364,3699,6874,2023-12-31 22:16:19.368544102,711.2008407157521,0
365,10,3603,2023-12-31 22:16:23.807677746,88.80629536074898,0
366,5245,920,2023-12-31 22:17:23.358239412,71.04520860101286,0
367,3762,6319,2023-12-31 22:18:08.802886963,47.30863319221041,0
368,8835,3861,2023-12-31 22:18:43.248964310,66.59763897729889,0
369,4808,5596,2023-12-31 22:18:59.875567436,373.8733870250783,0
370,4853,7786,2023-12-31 22:19:00.451396942,37.28380507618807,0
371,8565,499,2023-12-31 22:19:26.886366844,72.03394141946958,0
372,6203,9771,2023-12-31 22:20:03.709404230,25.452894752091296,0
373,7869,8728,2023-12-31 22:20:32.236094713,56.52714794049901,0
374,5711,7311,2023-12-31 22:20:43.764918089,636.6823414376518,0
375,9003,7404,2023-12-31 22:20:55.900559902,27.155338656117515,0
376,2104,5106,2023-12-31 22:21:27.018709660,42.86001071737697,0
377,9,9445,2023-12-31 22:21:30.011536121,3283.19491687746,0
378,8836,3329,2023-12-31 22:21:34.308871746,182.92465486111539,0
379,3620,140,2023-12-31 22:21:52.860447645,25.056035778889193,0
380,8752,8640,2023-12-31 22:22:07.781503916,8.126429638939474,0
381,4674,1565,2023-12-31 22:22:19.951513290,45.039208732438524,0
382,9395,5656,2023-12-31 22:22:31.327979803,181.81610456853272,0
383,9900,7130,2023-12-31 22:22:57.317240953,28.245474254442385,0
384,7267,3070,2023-12-31 22:22:57.510466098,20.72802979376505,0
385,7636,421,2023-12-31 22:23:01.988538742,76.39782564125579,0
386,3399,5250,2023-12-31 22:23:14.455167770,14.051699554793656,0
387,1017,1491,2023-12-31 22:23:19.632900238,3792.702506821703,0
388,9425,2528,2023-12-31 22:23:29.223713160,31.945242326290014,0
389,7498,8422,2023-12-31 22:23:44.016368389,36.60865744038981,0
390,2822,7329,2023-12-31 22:23:49.158924103,21.437519139527218,0
391,1,2587,2023-12-31 22:23:59.900605440,894.1049155958217,0
392,4577,817,2023-12-31 22:24:07.614933968,22.95042120770598,0
393,1163,4483,2023-12-31 22:24:10.889503002,69.30270297250229,0
394,7102,7286,2023-12-31 22:24:56.692558050,40.240182596319755,0
395,4281,6806,2023-12-31 22:25:00.670908689,45.2844661177265,0
396,6409,2206,2023-12-31 22:25:12.674352169,10.72056216639953,0
397,1981,2966,2023-12-31 22:25:16.797095299,40.9163445359771,0
398,10,8461,2023-12-31 22:25:23.427785873,1700.34616442317,0
399,6334,7479,2023-12-31 22:25:38.775659084,278.20421954996215,0
400,9939,8098,2023-12-31 22:27:01.691076756,131.3330311081928,0
